concept1-破环-black	1040	464
concept1-破环-white	1040	464
concept2-上升-black	1040	1120
concept2-上升-white	1040	1120
concept2M-上升图形-black	480	400
concept2M-上升图形-white	480	400
concept3-徽章-black	840	840
concept3-徽章-white	840	840
